month,venue,cuisine,region,segment,revenue,orders,commission_rate,delivery_cost_order,ue_share,dd_share,sd_share,food_cost_ratio,labour_cost_ratio,demand_growth,net_profit,commission_ue,delivery_sd,profit_per_order,cost_to_revenue
2033-01-01,Orbit Café,Bar,North Shore,Fine Dining,133776.22277685758,2807,0.2421046135324904,5.663287645980317,0.15159908371995506,0.2626302197303394,0.5857706965497056,0.32033834228344366,0.2258415303647893,0.07993525339698958,32299.400533748252,0.03670283757589938,3.3173879491472325,11.506733357231298,0.6464666980738992
2040-02-01,Elliott Stables,Asian,East Auckland,Fine Dining,218560.53328752436,7231,0.23526134290711873,3.9317261010371407,0.1957003957443354,0.1615705846451104,0.6427290196105543,0.2656645426617356,0.1889946966397784,0.019166659384754647,73437.0480687711,0.04604073791026693,2.5270344622968284,10.155863375573379,0.5387112899296779
2041-01-01,The Grill,Café,City Centre,Quick Service,45701.33082833441,1220,0.26542490123557966,6.876550569703018,0.2079166213834955,0.10696694663820847,0.6851164319782961,0.30567868117609637,0.28273893406586054,-0.06988318659870413,11334.713615485416,0.05518624869594971,4.711237790633251,9.290748865151981,0.6719955551848246
2029-07-01,Elliott Stables,Café,East Auckland,Quick Service,47901.46533207246,1048,0.3034976865350281,6.505926620579926,0.14454666941516375,0.23983527500559687,0.6156180555792393,0.3311137171061649,0.19574621359882513,0.07607105316168127,12821.523006784459,0.04386957976384571,4.005165895902626,12.234277678229445,0.6435189615825266
2025-12-01,Elliott Stables,Bar,Central,Cocktail Bar,218789.80183783863,6401,0.24061887301567317,4.710607900378302,0.29258389216789016,0.18849528145421485,0.518920826377895,0.25794549024559255,0.1634061929444131,-0.05601301335680313,68162.95928178176,0.07040120639597697,2.4444325444065496,10.648798513010743,0.537108411778268
2038-11-01,Sky Lounge,Modern NZ,North Shore,Casual Dining,147311.79597347896,3199,0.2740031188089345,6.250922979021718,0.34675986878346754,0.055289002855823374,0.5979511283607091,0.37028319792276654,0.1915476255841535,0.06106145847235685,34128.997370793055,0.095013285524447,3.7377464486019214,10.668645630132247,0.6719934682496987
2047-12-01,Elliott Stables,Bar,East Auckland,Casual Dining,67209.2457157398,1676,0.3345924200589082,3.4912583742929972,0.12447607101690143,0.1290903643341788,0.7464335646489197,0.3108014579235775,0.2076693829634656,0.11550713215065316,21862.691861398114,0.04164874984096958,2.605992433433914,13.044565549760211,0.6033122481368718
2028-07-01,Sky Lounge,Bar,East Auckland,Cocktail Bar,202027.8849569664,4391,0.2635168182588881,4.718428772465245,0.2683930856171024,0.09425035278033526,0.6373565616025624,0.3547339160638079,0.20567545882760432,0.030132190556644456,62156.92663001529,0.07072609196450418,3.007321538585048,14.155528724667567,0.655972019940368
2036-04-01,Sky Lounge,Modern NZ,City Centre,Cocktail Bar,199066.55252234614,5084,0.32556761224280717,3.0861512852480297,0.3737739183437282,0.21396821524571014,0.41225786641056167,0.33154676028694885,0.2282067762276643,-0.002153011347703654,36024.41682639707,0.12168868211380557,1.2722901442765655,7.085841232572201,0.7511033395618196
2028-11-01,Orbit Café,European,City Centre,Casual Dining,138835.07229449064,3770,0.3069876198810283,6.7348739268654665,0.36179654513335635,0.11875776015756322,0.5194456947090804,0.33940013177115635,0.27480649466467005,-0.06768009920742436,11142.541603868332,0.1110670602716681,3.4984012657187047,2.95558132728603,0.7617308488406668
2031-04-01,Orbit Café,Café,Central,Cocktail Bar,153813.60522563237,4625,0.18939498906402394,6.526871891126282,0.3852755836765639,0.06623669480248591,0.5484877215209502,0.34025833173899733,0.1980039695242609,-0.07355775245798483,36324.67770258087,0.07296926495705826,3.5799090922229895,7.853984368125594,0.6237764643080704
2042-05-01,Harbour Bar,Modern NZ,East Auckland,Casual Dining,92807.75851265335,2812,0.24865581943508108,6.961823176249506,0.25688422160971247,0.06373374729941732,0.6793820310908703,0.36251398558860615,0.22770017903469195,0.03180690810783551,8032.627351547516,0.06387575662430602,4.729737569575883,2.8565531122146215,0.6699376884080092
2032-08-01,Elliott Stables,European,City Centre,Quick Service,53840.9468651009,1170,0.29173094525897414,6.8261233967334265,0.38719497892395127,0.19543182448967872,0.41737319658637,0.3259047609065694,0.20421806397950232,0.14966977038277163,13084.800598750493,0.11295675720101288,2.8490409423876404,11.183590255342303,0.7000930929791445
2031-11-01,Harbour Bar,Modern NZ,Central,Fine Dining,149049.33155590127,4831,0.337873905991712,7.277779441327222,0.18426357492499432,0.05543086392602241,0.7603055611489833,0.2789504012409945,0.266830497718516,-0.016543677513770505,29095.35664589121,0.062257853791904315,5.533336182056828,6.022636440879985,0.6267673952585952
2053-11-01,Elliott Stables,European,City Centre,Quick Service,96582.15881048352,3213,0.253340206585842,3.255849273975593,0.22628369649613037,0.26219802828402217,0.5115182752198475,0.253931350001164,0.1804881967275022,0.06925443150327355,35739.46770104694,0.057326758417337635,1.665426404999788,11.123394864938357,0.5581716077978784
2029-03-01,Harbour Bar,Bar,Central,Cocktail Bar,161133.68316556158,4999,0.1948456726602783,7.125033599374235,0.16172445174623046,0.08884927981431891,0.7494262684394507,0.3248750867230198,0.1734563348803076,0.09791951311673806,40277.573222519415,0.031511309586108996,5.339687342884741,8.057126069717826,0.5471546288802386
2029-09-01,Orbit Café,Modern NZ,Central,Cocktail Bar,191342.9059474552,5941,0.26992146795405886,5.1416725524359865,0.26361958880000014,0.20164158379885744,0.5347388274011424,0.24928939252788135,0.22538938292088823,-0.06418423444964602,46694.958759689776,0.0711565863903414,2.7494519515702582,7.859780972847968,0.60026275413868
2051-11-01,Orbit Café,Café,City Centre,Cocktail Bar,48178.09518501371,1009,0.20025020673983365,4.323722961549837,0.23722100784540512,0.1611720070026864,0.6016069851519085,0.2737810832365342,0.24734538614951393,-0.040193902291121957,19071.369951052082,0.04750355586407408,2.6011819355300787,18.901258623441112,0.6009047529730841
2040-07-01,Orbit Café,Modern NZ,Central,Casual Dining,149249.91057000228,3973,0.30024312964470296,5.082056427823302,0.18432449074500928,0.16071288030797565,0.6549626289470152,0.24849900584426762,0.26341827614179963,0.006131966289087437,39821.90612543934,0.05534216197144767,3.3285570384242265,10.023132676929105,0.615512382115396
2025-04-01,Orbit Café,Bar,East Auckland,Quick Service,85474.09444519915,1651,0.2612283195938845,3.884312961576528,0.3631232482307736,0.06794928559001147,0.568927466179215,0.3168442624609194,0.23665123087769113,0.09422422527862832,20902.939280779425,0.09485807594079797,2.2098923310768166,12.66077485207718,0.6661038469716921
2036-09-01,The Grill,Modern NZ,East Auckland,Quick Service,197930.48713316524,6325,0.29574901894036587,3.5870415382852365,0.20984637023907632,0.2506880625530539,0.5394655672078699,0.2624473374920015,0.26060046897147005,0.034149129179305196,46922.55996740611,0.062061858126403614,1.935085398049235,7.418586556111638,0.659250413150002
2040-12-01,Orbit Café,Café,City Centre,Casual Dining,89391.28864831998,2046,0.31909789230056385,3.327228858876408,0.1954815155510425,0.2732631211883132,0.5312553632606444,0.32545702472068627,0.2110523076129201,0.11089071773674379,21625.38899265422,0.06237773959605756,1.7676081760736855,10.569593838051917,0.6860847579443281
2031-08-01,Sky Lounge,European,City Centre,Cocktail Bar,151884.7733161982,3918,0.28063168274604433,2.4533539420141977,0.14581161579767327,0.05275416684605712,0.8014342173562696,0.35072111832085745,0.16427279713464096,0.14557544504903008,61293.95811650451,0.04091935910522075,1.9662017964160674,15.64419553764791,0.5707177651745938
2040-06-01,Orbit Café,Café,City Centre,Cocktail Bar,141869.647015682,3790,0.27799029268050907,4.731106934309531,0.253587595630682,0.09465104392427943,0.6517613604450385,0.3550633009080607,0.17509291002720234,0.11717679191562115,45781.18660027048,0.07049488992951987,3.0835526919165352,12.079468759965826,0.6269631722678092
2043-06-01,The Grill,Bar,North Shore,Casual Dining,114329.13751036856,2333,0.300731247270341,6.882689216426381,0.2060376200930557,0.2759760471988697,0.5179863327080746,0.28333609113926783,0.1650339381597695,0.17798427390144478,44748.82433784842,0.061961950475197314,3.5651389463861127,19.180807688747716,0.5933266006650892
2031-07-01,The Grill,Bar,City Centre,Quick Service,163583.63362996397,3182,0.31479280023242684,5.465835831009116,0.229245494469339,0.18737340320001455,0.5833811023306466,0.3168536345772294,0.20276267456194405,0.11613387787022893,47910.22908320296,0.07216483114467055,3.1886653322524436,15.056640189567242,0.6507649385662562
2048-05-01,The Grill,European,East Auckland,Quick Service,172009.6860752009,3514,0.3190486058043205,4.865365980156755,0.18259904191719342,0.08750989456205253,0.7298910635207541,0.3188215064120903,0.2244138743649287,0.14156659070193717,47774.55278536613,0.05825796974488524,3.5511871496743095,13.595490263336975,0.6294132603760101
2037-07-01,The Grill,European,East Auckland,Quick Service,144214.1141808927,4422,0.1858288313092613,4.357261050380041,0.3671044214369651,0.10069761315228971,0.5321979654107452,0.30620420550158334,0.2063212728754021,0.13641525320090025,44186.3695847621,0.06821858560409376,2.318925465775744,9.99239475005927,0.5994565837488013
2052-11-01,Harbour Bar,Café,East Auckland,Quick Service,177723.89150733198,5337,0.26899044748764633,4.5542089447445555,0.425501171574151,0.21499656105927856,0.3595022673665704,0.3317159447994671,0.23287793175863097,0.10986909819281211,37138.538957458,0.11445575054824866,1.6372484416967839,6.9586919538051335,0.736881648273987
2026-08-01,Harbour Bar,Modern NZ,City Centre,Fine Dining,217097.98829876407,4963,0.21460308956760824,3.15102541164573,0.2742761484761107,0.23120420556171828,0.494519645962171,0.2694121973352947,0.2224791893040624,0.12846847233053155,75662.6424221388,0.0588605088576774,1.5582439709848506,15.245344030251623,0.6003690323316037
2033-09-01,Sky Lounge,European,City Centre,Fine Dining,118372.66788264089,3388,0.31765534252508537,6.526147324562035,0.3250494481692914,0.1998567021449838,0.4750938496857248,0.3770940535421512,0.24813256424231223,0.16301763924552665,11839.087524203163,0.10325369379580623,3.100532456042371,3.4944178052547707,0.7919658607560685
2045-08-01,Harbour Bar,Modern NZ,East Auckland,Quick Service,135052.0340799679,2959,0.2837436296325378,3.0911062980484045,0.40351029681234707,0.28828709497813143,0.3082026082095215,0.2537311757927305,0.2467050812632428,0.04355391841683608,35349.330932909965,0.11449347621163801,0.9526870233113968,11.946377469722867,0.6967293599729265
2050-11-01,The Grill,Asian,North Shore,Fine Dining,47182.22863971232,1134,0.24723559664519013,5.941425162000222,0.4495903730667805,0.17351590091544428,0.3768937260177752,0.3560909597684367,0.20134833912412833,0.08595462621726134,6211.99478531889,0.1111547441310991,2.2392858671620273,5.477949546136587,0.7114933503139217
2030-08-01,Orbit Café,Café,Central,Cocktail Bar,184304.9973543162,4471,0.2100966764994162,6.179917563228839,0.3147307696554412,0.1250679780356317,0.560201252308927,0.3231734381731663,0.20500787919694188,0.05388432760892091,46863.818720005445,0.06612388869671151,3.4619975580867286,10.48173087005266,0.6205815725886079
2053-05-01,Orbit Café,Asian,East Auckland,Fine Dining,136040.26173304892,2841,0.23424378014717223,5.161779731152539,0.411422813288954,0.16930822749394914,0.41926895921709684,0.2742796646071202,0.2360692168133694,0.14126961666993898,42214.130152463076,0.09637323502358884,2.1641740155882307,14.858898328920477,0.6463815156622785
2029-10-01,The Grill,European,City Centre,Fine Dining,116393.2503130989,2583,0.29260443112643597,6.746095062251556,0.41801288629447464,0.13991657341665276,0.4420705402888726,0.344394500092442,0.23753622082580944,0.0321534967465919,19866.772857966116,0.12231242279771432,2.982249889009641,7.691356120002368,0.7451833530857056
2036-06-01,Elliott Stables,Bar,City Centre,Quick Service,61462.593540644266,2146,0.2126975272338622,3.600776938478575,0.3770080207326678,0.10610397316867158,0.5168880060986606,0.2518273253947901,0.20091098877282731,0.13312896049763057,27892.949890890104,0.0801886737571711,1.8611984121362302,12.997646733872369,0.555495040647453
2033-06-01,The Grill,Asian,City Centre,Fine Dining,200689.87379319454,6876,0.19497327125413963,6.848894716835748,0.2613259868755886,0.061490812335035026,0.6771832007893764,0.34841849682282966,0.20294132515080526,0.1278321895148561,48481.28583865235,0.050951582524849874,4.637956446216282,7.05079782412047,0.6143004693315209
2036-09-01,Harbour Bar,Asian,City Centre,Quick Service,114126.26700709737,2689,0.32208460131640815,6.011757527796173,0.12840390014836475,0.13805312339128106,0.7335429764603542,0.3225979311140219,0.2502258517141991,0.1700903863558335,28641.917386663223,0.041356918986757946,4.409882510697545,10.651512601957316,0.6586454870229446
2051-01-01,Orbit Café,Bar,City Centre,Quick Service,164451.77968661356,4146,0.3022736559328187,6.393124052689684,0.10553194440404685,0.22785233692743556,0.6666157186685175,0.2555050445754962,0.24416340697388902,-0.015280618193071124,37945.52724210342,0.03189952665271021,4.261756984920719,9.1523220555001,0.6004417370979878
2045-12-01,The Grill,European,East Auckland,Cocktail Bar,71140.47736442639,2077,0.2119671889053012,5.655188402400228,0.2670202216490236,0.054609450718798455,0.678370327632178,0.25113077883293183,0.17755660460837072,0.10450107257033721,24674.725199519296,0.05659952576381398,3.8363120093579357,11.879983244833557,0.4968623209616428
2047-11-01,Orbit Café,European,Central,Fine Dining,213271.18516968068,5605,0.22676984694879868,6.654886593444831,0.27301008673711624,0.15979462830148367,0.5671952849614001,0.34511708668110475,0.21733544435780114,0.11679906938834643,48366.69077053389,0.0619104555848541,3.7746202977547427,8.629204419363763,0.6605995900269277
2031-08-01,The Grill,Café,East Auckland,Quick Service,76227.3083188204,1650,0.33553122834094173,7.462043744946998,0.24257683575204034,0.21100235036246714,0.5464208138854926,0.2810110269105372,0.2760517902323767,0.16343240812921306,16944.634136130055,0.08139210366694097,4.077416016363087,10.269475234018214,0.7092527986097993
2052-05-01,The Grill,Café,East Auckland,Fine Dining,79919.84875741081,1671,0.2933095178814588,4.310895699885513,0.2988585729519776,0.20260102729357682,0.4985403997544456,0.36450225910740985,0.16471973789358177,0.1557946286944381,23792.127341210824,0.08765806394728534,2.149155665520644,14.238256936691098,0.6763048705860443
2037-01-01,Harbour Bar,European,East Auckland,Cocktail Bar,195322.00059759992,4710,0.277683520674212,6.476536260402637,0.29325694615654946,0.244162108972179,0.4625809448712715,0.34669022294422464,0.2711713130429478,0.06911672404419657,18822.57945419097,0.08143262127091846,2.9959222628301028,3.996301370316554,0.7670939512927262
2043-07-01,The Grill,European,City Centre,Fine Dining,204701.98022483796,5496,0.22922055766786087,6.095188677349185,0.3928145643614426,0.2526299289149494,0.354555506723608,0.33774663426048024,0.18121316041833868,0.07057982832463476,49603.669885877,0.0900411735029877,2.1610827100735386,9.02541300689174,0.6669089413712834
2044-12-01,Orbit Café,Asian,North Shore,Casual Dining,82125.79631657775,2381,0.22786002306664355,4.490785911416099,0.13802998614179185,0.22792645522984695,0.6340435586283613,0.27900484736868314,0.22594232222002306,-0.03650428061490036,26845.358520061876,0.03145151582615718,2.847353880312372,11.27482508192435,0.5883340127610346
2043-11-01,Sky Lounge,Bar,East Auckland,Casual Dining,127215.15543059488,3139,0.18632377899043687,7.098219498528816,0.17881218313694092,0.07569942403618736,0.7454883928268717,0.3392522326630265,0.21516373575999148,0.1734903026301805,37135.346909101914,0.033316961691604904,5.29164024589061,11.830311216661967,0.6018375328684449
2042-01-01,Orbit Café,Modern NZ,City Centre,Quick Service,173361.60829849524,4876,0.296557098704309,4.16934261264927,0.37755174263587066,0.16875561100109016,0.4536926463630392,0.37274067583207676,0.16131681385438965,-0.013695459697109016,30945.918686605844,0.11196564940684978,1.8916000835270352,6.346578893889632,0.6960688134818724
2038-05-01,Harbour Bar,Asian,City Centre,Quick Service,198714.00341689028,4784,0.18690803600910152,5.110062539519307,0.3967429035282791,0.20085148937190217,0.4024056070998187,0.25281837681187963,0.2790016018216521,0.10843141679733596,68117.16492217852,0.07415443689901909,2.0563178185333078,14.238537818181129,0.643515172940556
2043-06-01,Sky Lounge,Café,Central,Fine Dining,111334.22163152842,2517,0.18077717404436464,2.5826829634502886,0.4481884747673037,0.1113915097023629,0.4404200155303334,0.2856627698804992,0.21914027955345972,0.12690670124938125,41454.430362530155,0.0810222459076872,1.1374652708727035,16.46977765694484,0.6059623376781748
2051-02-01,The Grill,Bar,East Auckland,Cocktail Bar,135478.41019865012,4579,0.2967192140577567,3.2417635673644645,0.4055192057354794,0.06063795441169413,0.5338428398528264,0.27285411716462316,0.2840548759788799,0.034716031198959066,30537.142522235812,0.12032534001115719,1.7305922689332751,6.6689544708966615,0.6952267793297682
2035-09-01,Elliott Stables,Modern NZ,East Auckland,Quick Service,174800.3718409536,6237,0.3318198011438601,6.623828937935683,0.41146465247531583,0.10589758021901173,0.4826377673056724,0.2950550188160933,0.19727670712729833,-0.025089632792444916,31901.48835340169,0.1365321191620868,3.1969100096199816,5.1148770808724855,0.6640027591153669
2039-04-01,Sky Lounge,European,East Auckland,Quick Service,172948.7959142392,5226,0.3010404876363697,4.18103997555866,0.2100217799204667,0.1637236004331597,0.6262546196463736,0.3439265716795525,0.2726158505440764,-0.030870300102881443,23738.34356834591,0.06322505904151561,2.6183955996197716,4.542354299339057,0.7290549137771251
2029-05-01,Sky Lounge,Café,City Centre,Fine Dining,182018.02275456485,3679,0.2554624304999006,4.16746249178392,0.24058157190328172,0.1534825797636502,0.605935848333068,0.3063939613995541,0.27991064461943194,0.14268896023441385,44950.0681721431,0.06145955309189894,2.525214920355331,12.218012550188394,0.6869731919767019
2034-08-01,The Grill,Café,East Auckland,Quick Service,144738.41826226714,3326,0.2577672399297397,3.352895600048411,0.19382978668719286,0.09416674533179041,0.7120034679810168,0.3199022848568345,0.2323882141282015,0.05279668655461385,50300.515114323905,0.04996296913052791,2.387273295012761,15.123426071654812,0.6265265701529061
2047-02-01,Elliott Stables,Asian,East Auckland,Cocktail Bar,63307.64194083566,1971,0.24978182762385687,4.703856838635999,0.31220478936745044,0.2561038856708732,0.43169132496167634,0.28398168433096793,0.18634811242280327,-0.05656438467005066,20276.864816424943,0.07798308288112304,2.0306141911008164,10.287602646587997,0.6122829762593363
2043-03-01,Elliott Stables,Bar,Central,Fine Dining,203195.325903657,4116,0.2319429867376534,6.431993287428424,0.4285818739724634,0.28142166718418116,0.28999645884335545,0.25978049739219405,0.2490821661737436,0.10642506291835106,59600.76592971755,0.09940655991079372,1.8652552766584753,14.480263831321077,0.6735430054961202
2030-05-01,Harbour Bar,Bar,East Auckland,Casual Dining,196475.19438117993,5002,0.26347427426973447,6.923402647755568,0.2206243102790662,0.10033707976317881,0.679038609957755,0.277370710851282,0.2313671486488298,-0.014955526270692299,49470.70046433922,0.058128830037037685,4.701257710109781,9.89018401926014,0.5933029288100974
2040-05-01,Sky Lounge,Asian,East Auckland,Fine Dining,184667.05126820828,4684,0.24898415314257843,2.385629376243011,0.29495062365850755,0.2823932288918054,0.42265614744968705,0.36035524217387815,0.28278885656084135,0.14786263519522863,28459.29466894513,0.07343803125048887,1.008300921405671,6.075852832823469,0.7868935689340328
2048-05-01,Elliott Stables,Asian,North Shore,Casual Dining,62475.93350312766,1238,0.27570686080652396,5.161514021820635,0.20370487065871978,0.05446523979379521,0.741829889547485,0.32433837470147747,0.21710536803536393,0.0004886643677935731,21444.403384247646,0.05616283042031462,3.8289653767049963,17.321812103592606,0.6126230134437778
2027-09-01,Harbour Bar,Asian,City Centre,Cocktail Bar,80769.53923925011,2745,0.3236992128801751,4.5700035234078396,0.15942999082044762,0.28124061817673635,0.5593293910028161,0.2929184142476127,0.19490677419317687,-0.027929584176562786,15905.058139770254,0.05160736253807244,2.5561372876284305,5.794192400644901,0.6304699177126054
2025-11-01,Elliott Stables,Café,North Shore,Fine Dining,175130.06389383908,5281,0.3392015067718097,5.378550177593681,0.16831493543652948,0.28798219752022697,0.5437028670432436,0.35058683744298225,0.17797731019423393,-0.057936804675717074,31192.324032396446,0.057092679712270666,2.924333152093631,5.906518468546951,0.6833408226718047
2035-10-01,Sky Lounge,European,City Centre,Quick Service,49049.51655184063,1166,0.19259892638126674,4.46001627799548,0.12028087058834548,0.0530129657539813,0.8267061636576732,0.2490240405436872,0.2508223639292683,0.05299809552578834,12005.595602111805,0.023165966539519425,3.6871229470324183,10.29639416990721,0.5332226113009786
2043-09-01,Elliott Stables,Café,City Centre,Fine Dining,216364.31089877393,6618,0.24154935562581464,4.192546514693783,0.4322527330532401,0.24075482419418703,0.3269924427525729,0.275544752309134,0.2866342504674757,0.03719177283275471,36578.3755372544,0.1044103691365074,1.3709310261935057,5.527104191183801,0.7247435445610293
2033-05-01,Sky Lounge,Café,City Centre,Quick Service,111000.31906224413,2505,0.2089129913226895,4.595343918362191,0.24100786297767035,0.29255039314246084,0.46644174387986875,0.2722144415680275,0.1636846901742818,0.11534115759681716,46830.023584021445,0.05034967358695399,2.1434602310086097,18.694620193222132,0.5473663830732837
2048-08-01,The Grill,Café,Central,Quick Service,170879.69339589414,5157,0.2363392758280854,5.200995208160277,0.39194231220073783,0.27647555470444457,0.3315821330948176,0.37795103870355107,0.25625789612115646,0.040796672670189466,18121.154940231467,0.09263136223190774,1.7245570853377097,3.513894694634762,0.7921823294396318
2049-05-01,Orbit Café,Modern NZ,Central,Cocktail Bar,200324.9404854076,6594,0.2259956829677477,4.755407660674772,0.3384653154413919,0.29267754029905324,0.36885714425955485,0.33885380153498645,0.28050094713275664,0.009392151920336475,21510.43291406388,0.07649170012407153,1.7540660895065066,3.2621220676469336,0.7619903094010196
2039-12-01,Harbour Bar,Café,Central,Casual Dining,114060.2304262644,3460,0.2079259410602861,4.5967944806135534,0.16717240649387988,0.18758087642440985,0.6452467170817102,0.32649003109439756,0.16972159944955542,-0.011969721935434538,35583.50334496136,0.03475947993955266,2.9660665477152204,10.284249521665133,0.5699740407389643
2035-05-01,The Grill,Modern NZ,Central,Casual Dining,100848.18550494156,2644,0.3022521685474065,6.498094204769444,0.16141178630268074,0.06953903497134707,0.7690491787259722,0.2406978951412262,0.17432210586379732,-0.007681846177807511,41759.65826439811,0.04878706243909582,4.99735401146194,15.794121885173263,0.48482538756290294
2025-04-01,The Grill,Bar,Central,Cocktail Bar,151529.69755719317,4702,0.25940619885267774,6.101063951808218,0.38419587052869064,0.26244729945125905,0.3533568300200503,0.26580340029258004,0.2499544227984621,0.1612404544752316,43380.0613547068,0.09966279038874315,2.155852617760553,9.225874384242195,0.6835010698295869
2048-08-01,Orbit Café,Bar,Central,Casual Dining,146673.14040590887,4696,0.32707929315475615,3.8775817179965606,0.19264909871683808,0.20345706395225288,0.6038938373309091,0.32897578101623093,0.2442352388664525,-0.03707956345716879,24432.897740572964,0.06301153103520424,2.3416477032451217,5.202916895351994,0.7027691435827326
2050-11-01,Elliott Stables,Asian,City Centre,Quick Service,116599.4960843395,2397,0.1852147909195223,6.403174146334263,0.4196498142956915,0.20368418604707228,0.37666599965723624,0.2931607057074332,0.16894756399111194,0.17692587038485902,46731.724343792586,0.07772535261419286,2.4118579908083655,19.495921712053644,0.5775589462450595
2037-04-01,Orbit Café,Modern NZ,East Auckland,Fine Dining,150310.58227684896,4212,0.19071648210111838,6.695078679524751,0.14901939164132172,0.15431340246467157,0.6966672058940067,0.36939925371506854,0.26847495777965036,0.004999058349978436,23383.127995241444,0.028420454138681685,4.664241756905044,5.551549856420096,0.6957247748925168
2039-06-01,The Grill,Modern NZ,North Shore,Fine Dining,208691.7396741366,5693,0.24452377326885505,2.8442071295580478,0.3371980150590643,0.19296049413027727,0.4698414908106584,0.3470613906798461,0.22804510021983598,-0.05701853879145066,46552.41899289212,0.08245293098101061,1.3363265179258565,8.177133144720203,0.7047428499972509
2046-08-01,The Grill,Café,City Centre,Cocktail Bar,126837.04490965439,4325,0.19284437126464593,5.204753539519173,0.3850658566108268,0.08839494477152864,0.5265391986176445,0.3026337701925768,0.2779356585337596,-0.015340500995155104,22929.404330856323,0.0742577830135972,2.740506757700774,5.301596377076606,0.6718736792873722
2044-11-01,The Grill,Asian,East Auckland,Fine Dining,79429.88163136048,2172,0.22203673542637337,3.569215964795676,0.18233973594547576,0.2349425066415376,0.5827177574129867,0.34493209685535786,0.27413881452905153,-0.06481226131579915,14044.680302389863,0.040486119707840384,2.079845522728366,6.466243233144504,0.7117228982798258
2028-01-01,Elliott Stables,Asian,Central,Fine Dining,111011.04700452568,3231,0.33776475889225976,6.065447770596974,0.1966725772097981,0.06875432683788558,0.7345730959523162,0.37655660533567104,0.2656260099765215,0.12540773998261812,15161.717505871362,0.0664290656219868,4.455514747184493,4.6925773772427615,0.7318344695613774
2044-03-01,Sky Lounge,Café,City Centre,Fine Dining,113968.72195379576,2672,0.21343353719753824,3.3133193114727577,0.43758161014872055,0.23244519176094802,0.32997319809033143,0.3045373154582059,0.22706685651177477,0.053263757260687425,33275.17415747,0.09339459086663562,1.0933065695011208,12.453283741568113,0.6746103623187155
2051-09-01,Harbour Bar,Modern NZ,City Centre,Cocktail Bar,67944.02127958847,2063,0.21169883862593453,5.692719382951675,0.1926091618711554,0.2622446056562135,0.545146232472631,0.3299536243043947,0.1927223834274262,0.00761652090536824,16479.55845112699,0.04077513587683823,3.1033645241400265,7.988152424201159,0.6189680220619956
2046-07-01,Sky Lounge,Café,City Centre,Cocktail Bar,73502.51259704711,1490,0.27178250700731343,3.4031856083169867,0.2504849674650167,0.16811716939112203,0.5813978631438612,0.36861304610858137,0.22577681550844722,0.09213289720420624,16848.02594010876,0.06807743242528758,1.9786048405574375,11.307399959804536,0.7081585998104085
2038-06-01,Harbour Bar,Café,North Shore,Fine Dining,164798.36284389353,3276,0.2596797265269051,4.8112906988646875,0.25138045763482814,0.17745759151426233,0.5711619508509095,0.27481445268506427,0.1731054791142314,0.08396809674708326,67409.87892195396,0.06527840849282042,2.7480261816743905,20.576886117812563,0.559280479126663
2039-09-01,Harbour Bar,Bar,City Centre,Casual Dining,104408.60698655798,3435,0.2728701275524552,7.217555573539057,0.18856216247538926,0.12805356823051955,0.6833842692940912,0.364118107913279,0.2456499993015454,0.1643667431991735,19365.282605409073,0.05145298132622625,4.9323639417124845,5.63763685746989,0.6961630820376596
2031-10-01,Harbour Bar,Modern NZ,Central,Cocktail Bar,212107.21857476633,6937,0.24027764451336747,4.0971914615103895,0.37152688025298164,0.2923646459313969,0.3361084738156215,0.2536562589482176,0.177417038499771,0.1699277343545787,83786.72948712308,0.08926960366058637,1.3771007690586525,12.078236916119804,0.5905915895719557
2043-10-01,Orbit Café,Modern NZ,Central,Casual Dining,87629.4304377563,2848,0.31228197758319154,6.816561672797643,0.3701472701302043,0.23328111863988632,0.39657161122990936,0.3307827438822705,0.22645248512509397,0.09697778167300537,18920.542766822615,0.11559032151328001,2.703254845629407,6.64344900520457,0.7456750395823274
2031-03-01,Orbit Café,Asian,East Auckland,Fine Dining,62311.7883933439,1454,0.20217288823079405,7.42819519662142,0.23241130497832496,0.14224713832508623,0.6253415566965888,0.3495973417078098,0.16706965664168633,0.1326321410834838,17836.33710150546,0.04698726478495588,4.645159147701362,12.26708191300238,0.5924127779321999
2034-04-01,Orbit Café,Bar,Central,Quick Service,176863.29852504513,5719,0.2485428233346345,6.811679668428398,0.39229402687825676,0.09370184655825127,0.5140041265634919,0.32604487069533966,0.19893662373570398,0.12603052608714643,48236.40594878182,0.09750186501763493,3.501231458400835,8.434412650600073,0.645772280943935
2031-12-01,The Grill,Modern NZ,Central,Casual Dining,199181.30908562726,4110,0.290361895751054,2.9122631634783858,0.17457622703965084,0.10489489805052284,0.7205288749098263,0.30937487258135604,0.19017045988707243,0.04773891850197394,72432.06548140818,0.05069028423629943,2.098369700622413,17.623373596449678,0.5806930981572913
2034-01-01,Orbit Café,Bar,Central,Casual Dining,93669.83745251037,2032,0.318917830445264,6.508120207443397,0.10150702148368754,0.1659805715275125,0.7325124069888,0.32642859398959606,0.24060410055251716,0.10315915488868842,33552.90804271846,0.03237239906653843,4.767278798126811,16.512257895038612,0.652339257376271
